"","exchange_idx","student_text","teacher_text","ground_truth","prediction","correct","Technique","model"
"200",50,"He as gonna spell the full name.","It’s not exactly see how it’s like in the middle your ordered pair has to be exactly on the corner, ","Low","Low","True","Few-shot","GPT-3.5"
"201",51,"4 times 2 times 3 equals blank.","Blank.  That’s right.  That’s your number sentence.","Mid","Mid","True","Few-shot","GPT-3.5"
"202",52,"Because 12 inches equals 1 foot.","Excellent.  So we really started talking about measurement.  In addition to that – this table – Stud","Mid","Low","False","Few-shot","GPT-3.5"
"203",53,"We did 40 times 30.","Student J did 40 times –","Mid","Mid","True","Few-shot","GPT-3.5"
"204",54,"So 95, that’s Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday.","Okay.  What’s the question?","Mid","Mid","True","Few-shot","GPT-3.5"
"205",55,"– it says like it’s a segment that goes through the center to another edge?","Mm-hmm.","Mid","Mid","True","Few-shot","GPT-3.5"
"206",56,"Like, it has two pairs of parallel sides or congruent sides.","Right, exactly.  And, you know, beware.  You know, this trapezoid, you know, stole candy out of my b","Mid","Mid","True","Few-shot","GPT-3.5"
"207",57,"Six times six times two.","For what?","Mid","Mid","True","Few-shot","GPT-3.5"
"208",58,"Well I lined all the numbers up.","All right, read it for me.","Mid","Mid","True","Few-shot","GPT-3.5"
"209",59,"Four fifths – no, 80 percent.","How come you can’t put it there?","Mid","Mid","True","Few-shot","GPT-3.5"
"210",60,"4 into 20 goes 5 times.","Then what?","Mid","Mid","True","Few-shot","GPT-3.5"
"211",61,"Yeah, the 40 on top.","I like to call it a 40, right?  So the 8 stayed in the ones column and the 40 went over to the…","Mid","Mid","True","Few-shot","GPT-3.5"
"212",62,"I was showing them my way.","Okay.  Where is your formula for the parallelogram?","Mid","Mid","True","Few-shot","GPT-3.5"
"213",63,"Yes.  You have five-tenths.","No.  Pretend this isn’t there.  Do I have any tenths when I have –?","Mid","Mid","True","Few-shot","GPT-3.5"
"214",64,"I have 14.  Who has three times eight?","Three times eight.","Mid","Mid","True","Few-shot","GPT-3.5"
"215",65,"Round 2,875 to the nearest thousand.","Good.  All right.  Anybody have problems with that?  Student H, how about the next one?","Mid","Mid","True","Few-shot","GPT-3.5"
"216",66,"You cut it in half.","This way or this way?","Mid","High","False","Few-shot","GPT-3.5"
"217",67,"Sometimes they go by thousands.","Yeah, and you know what, when we’re in decimals, because these aren’t even whole numbers, all of my ","Mid","Mid","True","Few-shot","GPT-3.5"
"218",68,"Will you write it on the board?","No.","Mid","Low","False","Few-shot","GPT-3.5"
"219",69,"I know 30 plus 30.","30 plus 30?","Mid","Mid","True","Few-shot","GPT-3.5"
"220",70,"It’s asking you to do subtract.","How do you know that?","Mid","Mid","True","Few-shot","GPT-3.5"
"221",71,"1,574 divided by 4.","What’s my first step to solve that division problem?","Mid","Mid","True","Few-shot","GPT-3.5"
"222",72,"If you have 15 and 3 circles.","Leave 15 here?","Mid","Mid","True","Few-shot","GPT-3.5"
"223",73,"The difference between the two numbers.","The difference between the –","Mid","Mid","True","Few-shot","GPT-3.5"
"224",74,"Yeah, that’s a whole.","That’s a whole.  That’s a whole  That’s a whole.  That’s a whole.","Mid","Low","False","Few-shot","GPT-3.5"
"225",75,"Only in multiplication you need to see how many places there are before it, but in addition you don’","Only in multiplication do you need to count your places behind your decimal.  In addition you just h","Mid","Mid","True","Few-shot","GPT-3.5"
"226",76,"This is 13 and this is 16.","How much, darling, is this right here?","Mid","Low","False","Few-shot","GPT-3.5"
"227",77,"I did 56 and I could count 1, 2, 3, 4, 5, 6, 7, 8, 9, and so on, and then I got a remainder of – I g","All right, that’s fine.  So you’re just showing us how you solved the problem?","Mid","Mid","True","Few-shot","GPT-3.5"
"228",78,"It’s going to be 8.","How do you know that?","Mid","Mid","True","Few-shot","GPT-3.5"
"229",79,"I’m saying no, it’s meters.","Oh, sorry.  All right.  Let’s go on.  Number seven, Student M. Excuse me.","Mid","Low","False","Few-shot","GPT-3.5"
"230",80,"Because there’s nothing on the dividend.","Divisor.  There’s not a decimal in the divisor, so I don’t have to move it over anywhere, okay.  So ","Mid","Mid","True","Few-shot","GPT-3.5"
"231",81,"And then the three eighths is adding – well, you added three eighths to the eight eighths to get it.","Okay.  Why do we call this an improper fraction again?  Why is it called improper?","Mid","Mid","True","Few-shot","GPT-3.5"
"232",82,"Could we put it like this?","They have to have those answers, Student J.  If they don’t have that, then mark it wrong.  Number 18","Mid","Low","False","Few-shot","GPT-3.5"
"233",83,"[He said 8 times 22].","He said 8 times 3.  He said 20 times 24.  He gave me – you gave me a factor.  Go ahead.","Mid","Low","False","Few-shot","GPT-3.5"
"234",84,"It’s equal by 6.","So what does that mean?  It’s only got the—","Mid","Mid","True","Few-shot","GPT-3.5"
"235",85,"Three-thousand-five-hundred-twenty-six yards.","Okay.  Good job.  Nineteen, four yards or 13 feet.  Student?","Mid","Mid","True","Few-shot","GPT-3.5"
"236",86,"Because in every group there’s three circles.","Okay.  So, we have our four equal groups.  Now, shade in the group we originally circled, like, colo","Mid","Mid","True","Few-shot","GPT-3.5"
"237",87,"I’ll just put it right there.","No, no, absolutely not, Student H.  This really about being organized.  Let me get a different erase","Mid","Low","False","Few-shot","GPT-3.5"
"238",88,"6 becomes the thousandths place.  3 becomes the hundreds place. 5 becomes the ones place.","Mm-hmm.","Mid","Mid","True","Few-shot","GPT-3.5"
"239",89,"Each box contains 18 apples.","Good.  Each box – please write this down.  Each box contains 18 apples.  My third sentence is my que","Mid","Mid","True","Few-shot","GPT-3.5"
"240",90,"On the top it’s round.","Does it have a curved one?","Mid","Mid","True","Few-shot","GPT-3.5"
"241",91,"I could say 5 times 2 times 5 times 2.","Sweetie, how many do we have here?  How many cubes do we have in total?","Mid","Mid","True","Few-shot","GPT-3.5"
"242",92,"No, because you’re going to keep on going.","Because it doesn’t go into 10.  Right?","Mid","Mid","True","Few-shot","GPT-3.5"
"243",93,"Like, after the V it would be –","After it would be six, yep.  Now, if an I comes after the V – and you always put a line across the t","Mid","Mid","True","Few-shot","GPT-3.5"
"244",94,"G and T are both members of the high school ___ ___ team.  At practice they – sorry, at practice eac","Mm-hmm.","Mid","Mid","True","Few-shot","GPT-3.5"
"245",95,"I have 84.  Who has 11 times three?","Eleven time –","Mid","Mid","True","Few-shot","GPT-3.5"
"246",96,"Because it tells you the order of operation.","Very good.  Keep talking.","Mid","High","False","Few-shot","GPT-3.5"
"247",97,"We need a bigger one, two of these together.","All right, turn it over. Two again.  It is.","Mid","Mid","True","Few-shot","GPT-3.5"
"248",98,"A polygon has a closed shape.","Mm-hmm, a polygon is a closed shape.","Mid","Mid","True","Few-shot","GPT-3.5"
"249",99,"This is the height for A.","I don’t know.  You tell me.","Mid","Low","False","Few-shot","GPT-3.5"
"250",100,"Nine and eighty-five-hundredths.","Good.  Okay, five plus zero is five.  Nine plus nine is eighteen, carry my one.  And bring down my d","Mid","High","False","Few-shot","GPT-3.5"
"251",101,"It’s a faster way of doing addition.","Okay.  It’s a faster way to add.  So ultimately, when we multiply we’re looking at combining groups ","High","High","True","Few-shot","GPT-3.5"
"252",102,"Three fourths, one half, those thingies—","What do those thingies mean?","High","High","True","Few-shot","GPT-3.5"
"253",103,"Because there’s no – they’re all straight lines.","Very good.  Let’s zoom this in.  Your first reaction might be that this is a no, but if you look clo","High","Mid","False","Few-shot","GPT-3.5"
"254",104,"Because you might get another nine.","I might, in my next eight rolls, roll another nine or an eight, so leaving this open here, there’s a","High","Mid","False","Few-shot","GPT-3.5"
"255",105,"So two and one half?","There you go, okay.  Student O, let me help you.  Okay, there is one, because you are doing groups o","High","High","True","Few-shot","GPT-3.5"
"256",106,"Wouldn’t it be a negative?","It’s not a negative number.  Uh-uh.  Negative number means you’ve gone beyond – you’ve gone below ze","High","High","True","Few-shot","GPT-3.5"
"257",107,"Because it’s before addition.","What’s before addition?","High","Mid","False","Few-shot","GPT-3.5"
"258",108,"How many snowballs are there in all?","Excellent.  So you have 10 piles.  So the piles are the groups, right?","High","Mid","False","Few-shot","GPT-3.5"
"259",109,"I was gonna ask you if you just count the, add the kilograms and the grams.","Well I would think you need to multiply yeah unless you’re going to add it five times. Why are you m","High","High","True","Few-shot","GPT-3.5"
"260",110,"We’re doing 9 by 6 and we’re just putting it up.","Okay.  Why did you make the outside first?","High","Mid","False","Few-shot","GPT-3.5"
"261",111,"Because of this right here, if you look at the other ones, these, they’re kind of like the same.  So","Kind of helps you visualize how many more you need?  Okay.  You think you can visualize it too?","High","Mid","False","Few-shot","GPT-3.5"
"262",112,"You added more than you needed.","You added more than you needed.  I don’t know.  I just saw it on two or three people’s papers so I w","High","Mid","False","Few-shot","GPT-3.5"
"263",113,"16 ounces to a pound?","Right.  So 16 of these – 5 – how many pencils would make a pound if 5 if 1 ounce?","High","Mid","False","Few-shot","GPT-3.5"
"264",114,"Sophie has 8 stickers and she wants to give 2 to each of her friends.  How many of her friends will ","Okay.  What are the two pieces of information that you need? What two numbers are you going to be wo","High","High","True","Few-shot","GPT-3.5"
"265",115,"We wrote it down underneath, how long Carrie is from the park and then we subtract them.","Okay.  Does this give you times two or would it be half of that- -Susan Jones’ house, 87/100 times t","High","Mid","False","Few-shot","GPT-3.5"
"266",116,"You make the arrow again and then put H U.","Okay, good.  It doesn’t matter on a line which order the letters are in.  Is there something else I ","High","Mid","False","Few-shot","GPT-3.5"
"267",117,"Is two eighths equal to one fourth?","Why don’t you look at one of these and try to figure it out. Two eighths.  Here’s eighths, right?  A","High","High","True","Few-shot","GPT-3.5"
"268",118,"Length, width, and height of a box.","Correct.  So don’t ask me, “I don’t get it.  What are dimensions?  Dimensions are the length, width,","High","High","True","Few-shot","GPT-3.5"
"269",119,"And the short side is the same.","The two short sides are the same?","High","Mid","False","Few-shot","GPT-3.5"
"270",120,"26 million, 300 – wait, yeah, 354 – no, 50, 53.","53,000, uh-huh.  What’s the rest of it?","High","Mid","False","Few-shot","GPT-3.5"
"271",121,"You would have had like 2 wholes.  It should be 56 hundredths.","Okay, I’m sorry, I did it wrong.   All right, you are right. So let’s do this one again, I’m sorry. ","High","High","True","Few-shot","GPT-3.5"
"272",122,"The one on the right is just not – like you don’t take eight of them.  You don’t make a whole.","The one on the right, you don’t take eight of them and you don’t make a whole?  Is that what you’re ","High","High","True","Few-shot","GPT-3.5"
"273",123,"The angles are the same because it’s the same lines and length.","In an equilateral triangle, all the sides are the same, all the angles are the same, but an isoscele","High","Mid","False","Few-shot","GPT-3.5"
"274",124,"I noticed that the more I went on in the game, that I could add it more mentally.","That’s a good point.  Did everyone hear what she said?  If you didn’t, eyes up here please, if you d","High","High","True","Few-shot","GPT-3.5"
"275",125,"3, 5, 6, 9, 10.","Good.  So I’m going to use this fraction, my rules of divisibility to see which ones can help me red","High","Mid","False","Few-shot","GPT-3.5"
