"","comment_id","text","human_emotions","model_emotions","exact_match","Technique","model"
"231","edg64zs","Super creepy. And leaving the note is out of line","fear","disgust, anger","False","Few-shot","GPT-3.5"
"232","ee15az7","This is the noise I make in my girlfriend’s ear while y’all are still scared to moan","fear","amusement","False","Few-shot","GPT-3.5"
"233","eeekf0w","[NAME] is there anything more depressing than being in a leafs gdt when the leafs are losing.","fear","sadness","False","Few-shot","GPT-3.5"
"234","edv19pi","I would be creeped out.","fear","fear","True","Few-shot","GPT-3.5"
"235","ed1i50s","i did, but it was at 3 am before i went to bed, so i’m gonna cheat and count it as 2018 LOL.","fear","amusement","False","Few-shot","GPT-3.5"
"236","edeml2x","thank you!!","gratitude","gratitude","True","Few-shot","GPT-3.5"
"237","ed4xm4z","Thank you!","gratitude","gratitude","True","Few-shot","GPT-3.5"
"238","eexi9i3","I will absolutely tell him this. Thank you. Congrats for making it out of the fog yourself.","gratitude","gratitude, admiration","False","Few-shot","GPT-3.5"
"239","ef34tza","OMG she's BYEsexual. Sorry I had to.","gratitude","amusement","False","Few-shot","GPT-3.5"
"240","eff0eat","The real [NAME] is always in the comments. Thank you internet stranger","gratitude","gratitude","True","Few-shot","GPT-3.5"
"241","eepbsjd",">ribs My condolences on your loss.","grief","grief","True","Few-shot","GPT-3.5"
"242","edztfzy","If my mom were still alive, she'd be so pissed at [NAME] being in this cast.","grief","anger, sadness","False","Few-shot","GPT-3.5"
"243","edgcyz2","Sadly I don't think even half the people who watched the game are gonna hear about that.","grief","sadness","False","Few-shot","GPT-3.5"
"244","ed2jvh5","that's a pretty cool box art. Shame the beetle's hand isn't actually wrapped around the stick though.","grief","disappointment","False","Few-shot","GPT-3.5"
"245","edqb2x4","I had a similar fear last month after exceeding the two hours in a Homebase car park.","grief","fear","False","Few-shot","GPT-3.5"
"246","edi3s90","She's why [NAME] doesn't want memes lol, she's a goldmine","joy","amusement","False","Few-shot","GPT-3.5"
"247","efdpd4d","I like you both.","joy","love","False","Few-shot","GPT-3.5"
"248","edlmoh8","So happy for your strong stance and to help him on his way out of your life.","joy","joy, admiration","False","Few-shot","GPT-3.5"
"249","ef8guz9","Weird how they shoehorned s character from an ongoing tv show into Celebrity Big Brothter. Glad they got rid of him after one episode though.","joy","disapproval, relief","False","Few-shot","GPT-3.5"
"250","eewq7jc","Oh the joys of Marine Corps boot camp!!","joy","joy","True","Few-shot","GPT-3.5"
"251","edw87bp","I like you. Yes, you.","love","love","True","Few-shot","GPT-3.5"
"252","eenytll","The Iowa State Cyclones are my favorite college basketball team.","love","joy","False","Few-shot","GPT-3.5"
"253","eeippeu","I actually currently have a girlfriend and I love her. It's just that those past situations gave me trust issues for life I guess.","love","love, sadness","False","Few-shot","GPT-3.5"
"254","effnsfn","love how nobody decides to run over to him and help","love","disapproval","False","Few-shot","GPT-3.5"
"255","eeww960","Love Galore pt.2 💯🔥🔥","love","excitement","False","Few-shot","GPT-3.5"
"256","ef6vqef","Yeah that's where I think the problem lies. It's that I don't really want to be open to others.","nervousness","disapproval","False","Few-shot","GPT-3.5"
"257","eddzfda","Your age difference is incredibly creepy.","nervousness","disgust","False","Few-shot","GPT-3.5"
"258","eevcg8b","Run the addresses through the property records. If the mailing address of owner ain't local, they its a lie. ","nervousness","neutral","False","Few-shot","GPT-3.5"
"259","ef63by4","Really? Hey mods, I have this pain in my lower back just about _here_.","nervousness","curiosity","False","Few-shot","GPT-3.5"
"260","edsbo8z","i just came to make sure she was safe cause she said her parents gone. It can be dangerous ya know..","nervousness","neutral","False","Few-shot","GPT-3.5"
"261","edjrvep","Oh, Boy. You into phrenology too.","neutral","surprise","False","Few-shot","GPT-3.5"
"262","edy3gfp",">provide a credible source. You first. For each claim.","neutral","anger","False","Few-shot","GPT-3.5"
"263","ef5x9tq","Try this on anyone blue belt or above in bjj. Spoiler: it wont work","neutral","disapproval","False","Few-shot","GPT-3.5"
"264","eees7gz","This is his worst season since his rookie year","neutral","disappointment","False","Few-shot","GPT-3.5"
"265","eeiov4c","Do all you can. Really everything is put in perspective, my work seems very unimportant right now. ","neutral","realization","False","Few-shot","GPT-3.5"
"266","eet5inc","Mauston and Monticello were the beginning and end of my hope","optimism","sadness","False","Few-shot","GPT-3.5"
"267","edw9nki","I hope you aren’t saying that there is no co-relation between imperialism/colonialism and standards of living in the West, in this case Britain.","optimism","disapproval","False","Few-shot","GPT-3.5"
"268","efagykj","On time stat doesn't matter for anything meaningful, I wouldn't waste time contacting support over it, or worrying about it for any reason really.","optimism","disapproval","False","Few-shot","GPT-3.5"
"269","edjfbst","His time will come for that","optimism","optimism","True","Few-shot","GPT-3.5"
"270","ee1cohh","This is the beginning of a comeback for the ages.","optimism","optimism","True","Few-shot","GPT-3.5"
"271","eei22ry","You become assertive and take back your share of the power and control over your life. Go get No More Mr. Nice Guy.","pride","neutral","False","Few-shot","GPT-3.5"
"272","eei8sfs","Congratulations! I know it’s a hard thing to quit, I’m proud of you. ","pride","admiration, pride","False","Few-shot","GPT-3.5"
"273","edby4pf","Normally yeah but that was my friends first match ever and to encounter such a killer, who was running noed too is kinda disheartening for him","pride","neutral","False","Few-shot","GPT-3.5"
"274","eeh0dk9","I never get sick of seeing me and my dad go absolutely fucking wild in that video","pride","joy","False","Few-shot","GPT-3.5"
"275","eevqtgr","I personally am very proud to be a vegetable. Corn, to be exact. Corn pride y'all","pride","pride","True","Few-shot","GPT-3.5"
"276","eeveqjo","I already posted this 🤔🤷🏻‍♂️","realization","confusion","False","Few-shot","GPT-3.5"
"277","ee7no40","That's because it's called LATCH here and most people just call them ""car seat anchors"". Maybe that's why...","realization","neutral","False","Few-shot","GPT-3.5"
"278","edg3atf","You gotta watch with subtitles IMO. The dubbed English version looks and sounds ridiculous.","realization","disgust","False","Few-shot","GPT-3.5"
"279","ee5e2ch","You mean anti-intelligent","realization","disapproval","False","Few-shot","GPT-3.5"
"280","ef6qj8f","At first I thought this was talking about physical piracy (like stealing cargo ships) but now I understand.","realization","realization","True","Few-shot","GPT-3.5"
"281","eeypa8q","you’re gonna do just fine","relief","optimism","False","Few-shot","GPT-3.5"
"282","edqc1yz","This is really helpful to point out!!","relief","gratitude","False","Few-shot","GPT-3.5"
"283","eevmzgw","Oh good. It's nice to see confirmation that you're actually trolling, because no one is that stupid ","relief","anger","False","Few-shot","GPT-3.5"
"284","ednx4v9","The papers listed at might be of help.","relief","curiosity","False","Few-shot","GPT-3.5"
"285","efeuhyx","well that's no creepy in the slightest","relief","disgust","False","Few-shot","GPT-3.5"
"286","eeegsoo","Sorry, I wish I was wrong, but Mathews is over rated","remorse","disapproval","False","Few-shot","GPT-3.5"
"287","ed6l9pt","Sorry guys, I went a little far... You can read my apology post here.","remorse","remorse","True","Few-shot","GPT-3.5"
"288","edpdm3q","dude, your mom is a fuck-nugget, i’m so sorry you’re dealing with this ","remorse","anger","False","Few-shot","GPT-3.5"
"289","ee9uhdl","I apologised an very long time ago as I was wrong at this point you are beating a dead horse","remorse","anger","False","Few-shot","GPT-3.5"
"290","eehpovo","WTH?! Sorry, but you might need better friends! That is wrong. So wrong. ","remorse","anger, disapproval","False","Few-shot","GPT-3.5"
"291","efamnsp","i also cried","sadness","sadness","True","Few-shot","GPT-3.5"
"292","eewgfox","Hm so sad. Am I supposed to feel bad for you because you don't look like [NAME] phelps? Btw, he's on steroids no doubt","sadness","sadness, disgust","False","Few-shot","GPT-3.5"
"293","edwv5o1","Me me big sad.","sadness","sadness","True","Few-shot","GPT-3.5"
"294","eezq59k","Friend of the younger sister of girl who was killed. She told me it was a bad acid trip. Very sad, family is holding a vigil tomorrow night. ","sadness","sadness","True","Few-shot","GPT-3.5"
"295","eeupb8r","His misogyny is disturbing.","sadness","disgust","False","Few-shot","GPT-3.5"
"296","ef45pxs","Surprised to not see Three Arrows on the list when he went from no videos at all to over 100,000 subscribers just in the course of 2018.","surprise","surprise","True","Few-shot","GPT-3.5"
"297","ee4p8ut","Considering how many of this involves hiding bottles, it wouldn’t surprise me.","surprise","surprise","True","Few-shot","GPT-3.5"
"298","edzoy70","That’s a wonderful meaningless word salad","surprise","admiration, confusion","False","Few-shot","GPT-3.5"
"299","ed5es57","I can't believe you won!","surprise","surprise","True","Few-shot","GPT-3.5"
"300","ecztf18","I used to build a ramp and jump over other kids on my bike ala [NAME]... I was amazed at the time.","surprise","admiration","False","Few-shot","GPT-3.5"
"301","efeke1r","[NAME] damn it [NAME].","anger, annoyance","annoyance","False","Auto-CoT","GPT-3.5"
"302","eegefud","My husband and I are expecting a little boy. We will refuse to do the whole ""man up"" thing. No toxic masculinity here hopefully lol","desire, optimism","approval","False","Auto-CoT","GPT-3.5"
"303","ef2jexa","Yeah I’ve been watching these videos and they are great. Really well done.","admiration, gratitude","admiration","False","Auto-CoT","GPT-3.5"
"304","ed97gce","Our love is like, a violent game between children baby.","approval, love","disgust","False","Auto-CoT","GPT-3.5"
"305","eejam6j","This episode also had the segment where a paralized [NAME] communicates by farting. So, yes it is the worst. Lisa Goes Gaga is a close second.","anger, disgust","disgust","False","Auto-CoT","GPT-3.5"
"306","edgyr8b","Good timing with the two breweries having just opened up. Gotta check them out when I'm in that neck of the woods again.","admiration","excitement","False","Auto-CoT","GPT-3.5"
"307","ed7uin2","Super cool to see","admiration","admiration","True","Auto-CoT","GPT-3.5"
"308","efbxjom","This was a beautiful moment for the FT coming together","admiration","admiration","True","Auto-CoT","GPT-3.5"
"309","eev528h","Must've been some damn good fries...","admiration","amusement","False","Auto-CoT","GPT-3.5"
"310","ee3ggkk","Mr. Met is a legend! Outrageous. Now... If you wanna talk about hateworthy mascots... The Phanatic fits the bill.","admiration","admiration","True","Auto-CoT","GPT-3.5"
"311","eee8os5","Great, petty revenge instead of making your GF happy by removing [NAME] from her life, nice job!","admiration","disapproval","False","Auto-CoT","GPT-3.5"
"312","eev3ial","The US version of The Office isn’t even the best version of The Office, never mind the best comedy ever.","amusement","disapproval","False","Auto-CoT","GPT-3.5"
"313","ed0p0gi","> Mother wasn't amused and I was forced to smile and bare it Wow, I would hate taking nude family portraits","amusement","annoyance","False","Auto-CoT","GPT-3.5"
"314","edj7ya6","[NAME] got a serious case of the giggles today.","amusement","amusement","True","Auto-CoT","GPT-3.5"
"315","ee3dm5e","Busy night for you lol","amusement","amusement","True","Auto-CoT","GPT-3.5"
"316","ef0zbtx","because it’s funny","amusement","amusement","True","Auto-CoT","GPT-3.5"
"317","edg9z3r","This video is funny but every time I watch it I get so mad at the guys filming and their belittling comments!","amusement","amusement, anger","False","Auto-CoT","GPT-3.5"
"318","ee64dsq","It's a statistically slightly worse ICR, take that as you will.","anger","neutral","False","Auto-CoT","GPT-3.5"
