"","sentence_idx","sentence","ground_truth","prediction","correct","Technique","model"
"267",117,"Firstly, the population of the world is increasing exponentially .",4,4,"True","Few-shot","GPT-3.5"
"268",118,"This is like a process of distilling water - what remains is truly pure, isn't it?",4,4,"True","Few-shot","GPT-3.5"
"269",119,"For example banks have many very specialized departements.",4,3,"False","Few-shot","GPT-3.5"
"270",120,"We human beings tend to systematise and catergorise all of our experiences.",4,3,"False","Few-shot","GPT-3.5"
"271",121,"Let me show an example.",4,4,"True","Few-shot","GPT-3.5"
"272",122,"What does it mean?",4,4,"True","Few-shot","GPT-3.5"
"273",123,"We can tell that cars are one of the most important things we have nowadays.",4,4,"True","Few-shot","GPT-3.5"
"274",124,"A lot of energy is spent trying to cope with the demands of the workplace and school, leaving very l",4,4,"True","Few-shot","GPT-3.5"
"275",125,"But it's for sure that it's always a problem for us to identify what is more important for us.",4,4,"True","Few-shot","GPT-3.5"
"276",126,"Everybody gets a car as soon as possible, not only because it is cheap.",4,4,"True","Few-shot","GPT-3.5"
"277",127,"On the other hand, although in Turkey the public transportation is getting developed especially in t",4,4,"True","Few-shot","GPT-3.5"
"278",128,"in the other hand if you become succesful you can earn lots of money like yahoo`s designers .",4,3,"False","Few-shot","GPT-3.5"
"279",129,"When a new theory is presented, the only way for the student to trust the theory and to be able to u",4,4,"True","Few-shot","GPT-3.5"
"280",130,"I hope those things I learned will help me in the future.",4,4,"True","Few-shot","GPT-3.5"
"281",131,"But it is very important to get a reputable one, after all you are paying loads of money for their s",4,4,"True","Few-shot","GPT-3.5"
"282",132,"There are several reasons for that.",4,4,"True","Few-shot","GPT-3.5"
"283",133,"Billions of peple use it every day.",4,3,"False","Few-shot","GPT-3.5"
"284",134,"By myself, I can take my own rythm",4,3,"False","Few-shot","GPT-3.5"
"285",135,"Take the example of Bangalore city in India.",4,4,"True","Few-shot","GPT-3.5"
"286",136,"People who are trying to get into good university study by themselves everyday while I play around w",4,3,"False","Few-shot","GPT-3.5"
"287",137,"it is ture.",4,4,"True","Few-shot","GPT-3.5"
"288",138,"However, I firmly believe that students have to learn broad knowledge of many academic subjects.",4,4,"True","Few-shot","GPT-3.5"
"289",139,"But that does not mean that I do not respect and admire the others..",4,4,"True","Few-shot","GPT-3.5"
"290",140,"especially in japan, students must choose their discipline before they enter the universities.",4,4,"True","Few-shot","GPT-3.5"
"291",141,"It was the interpretation of that information that we had to master.",4,4,"True","Few-shot","GPT-3.5"
"292",142,"Not that bungee jumping is something that every young person wants to do but even if he wanted to do",4,4,"True","Few-shot","GPT-3.5"
"293",143,"He would never want his business or company to be stagnant.",4,4,"True","Few-shot","GPT-3.5"
"294",144,"No one knows exactly what will be happening twenty years from now.",4,4,"True","Few-shot","GPT-3.5"
"295",145,"This is clearly seen in the way many young people organize the collection of funds or books to help ",4,4,"True","Few-shot","GPT-3.5"
"296",146,"A student who chooses to study at university has to become well acquainted with different methods of",4,4,"True","Few-shot","GPT-3.5"
"297",147,"The United States is a business country and most of Americans are businessmen.",4,4,"True","Few-shot","GPT-3.5"
"298",148,"Because threr are many facilities.",4,3,"False","Few-shot","GPT-3.5"
"299",149,"It was more fun to explore somewhere new outside the places we knew well.",4,4,"True","Few-shot","GPT-3.5"
"300",150,"Two main reasons why youngsters are more selfish and care less about their families and everyone aro",4,4,"True","Few-shot","GPT-3.5"
"301",1,"if someone is n't know eating is very important for growth bons and brian or general for body it is ",1,1,"True","Auto-CoT","GPT-3.5"
"302",2,"It is rather than to give them strong medicins tnl them.",1,3,"False","Auto-CoT","GPT-3.5"
"303",3,"It; s ture also teachers are not expet.",1,1,"True","Auto-CoT","GPT-3.5"
"304",4,"The listening part give usinformation Vulcan which was found on Mars and also there was found a bact",1,1,"True","Auto-CoT","GPT-3.5"
"305",5,"in the fact the matter that alot of acadmic subject can not be used seperatley.",1,2,"False","Auto-CoT","GPT-3.5"
"306",6,"the Gem cuts, the Stars kines , th Nizecks, the Earths sheakes, and the practeses cinteces .",1,1,"True","Auto-CoT","GPT-3.5"
"307",7,"For example , ideas some phisician in treatment the same disease different .",1,2,"False","Auto-CoT","GPT-3.5"
"308",8,"because if you are want know somebody is anything?",1,3,"False","Auto-CoT","GPT-3.5"
"309",9,"Another reason is the person should have a lot of knowledge in diffrent subjects is to know how to c",1,1,"True","Auto-CoT","GPT-3.5"
"310",10,"those three factors contribute to the ""loss of interest"" fro; younf",1,1,"True","Auto-CoT","GPT-3.5"
"311",11,"cost heru mo.",1,2,"False","Auto-CoT","GPT-3.5"
"312",12,"Next to, can you know what the happend in the world and when you learn fact can you learn your kids ",1,1,"True","Auto-CoT","GPT-3.5"
"313",13,"Throughts our lives needs talk about our familys.",1,1,"True","Auto-CoT","GPT-3.5"
"314",14,"students can gots the goods marks than they clear the concepts of the evertopics.",1,1,"True","Auto-CoT","GPT-3.5"
"315",15,"The second points is about the evidence, according the the passage the evidence that associates the ",1,1,"True","Auto-CoT","GPT-3.5"
"316",16,"However the lecture, the scientiests opposite that asteroid is recovered.",1,2,"False","Auto-CoT","GPT-3.5"
"317",17,"Study subjects reltensip betwne another jope and demonstrate andarstanding the career or jope.",1,2,"False","Auto-CoT","GPT-3.5"
"318",18,"Reasons is pay for them and teach the more than other institute.",1,2,"False","Auto-CoT","GPT-3.5"
"319",19,"the thing i exactly now i never will never stop .",1,1,"True","Auto-CoT","GPT-3.5"
"320",20,"This priedo not enough to evaluate the student.",1,1,"True","Auto-CoT","GPT-3.5"
"321",21,"A yonger part when you hasn't big problem and older part that slowly increase inside you when you be",1,2,"False","Auto-CoT","GPT-3.5"
"322",22,"The last one is the proposed limit on menhadenhresting could mean the reduction of huThis propleme i",1,1,"True","Auto-CoT","GPT-3.5"
"323",23,"So the thinking will be ghanged more than the people who live in that day they will try to but ther ",1,1,"True","Auto-CoT","GPT-3.5"
"324",24,"The speaks says some drivers always driver with talk on phones.",1,1,"True","Auto-CoT","GPT-3.5"
"325",25,"whlie you will be help each other of work together after gratuation from university.",1,1,"True","Auto-CoT","GPT-3.5"
"326",26,"you have to teach your child since he or she was antel they graw up.",1,1,"True","Auto-CoT","GPT-3.5"
"327",27,"you image the time , that you are deep in television with loud laugh.",1,1,"True","Auto-CoT","GPT-3.5"
"328",28,"if the people do not try to do anythii agree the this tropic sentence.",1,2,"False","Auto-CoT","GPT-3.5"
"329",29,"They may impove the teolodge and attact to buy by many people for their indenifies.",1,3,"False","Auto-CoT","GPT-3.5"
"330",30,"And doesn't matter if teh person who takes the riks, has like result all the things he or she has in",1,1,"True","Auto-CoT","GPT-3.5"
"331",31,"because we are watching movie earn something.",1,3,"False","Auto-CoT","GPT-3.5"
"332",32,"For example , in 2006 world cup form Germany, as many conch wanna term work.",1,2,"False","Auto-CoT","GPT-3.5"
"333",33,"you have 30 typically an effective response will contain a minimum you will be satisfiy culture expi",1,1,"True","Auto-CoT","GPT-3.5"
"334",34,"For example, now the earth have some problems to warm atomother.",1,1,"True","Auto-CoT","GPT-3.5"
"335",35,"They aren't corporate of their work eventually.",1,2,"False","Auto-CoT","GPT-3.5"
"336",36,"They don`t have the same p More they often don`t have responsability like work to win money and to l",1,1,"True","Auto-CoT","GPT-3.5"
"337",37,"Because of he think back to his happen which one is make worst to him and he try to fix that behavio",1,1,"True","Auto-CoT","GPT-3.5"
"338",38,"When they down to the forest then produced fire.",1,2,"False","Auto-CoT","GPT-3.5"
"339",39,"Consequently, I agree the statement with regard to three reasons: effecting of view , face to face w",2,3,"False","Auto-CoT","GPT-3.5"
"340",40,"This casts doubt in the reading passage's assertion that fluoride prevents dental cavities.",2,4,"False","Auto-CoT","GPT-3.5"
"341",41,"That seems why people live for.",2,2,"True","Auto-CoT","GPT-3.5"
"342",42,"If I have one sujest.",2,3,"False","Auto-CoT","GPT-3.5"
"343",43,"However, Billgate developed people's lives more comfortable than previos circumstance.",2,3,"False","Auto-CoT","GPT-3.5"
"344",44,"I am sure that most of the kid knew that this was not the way their parents teached them, because th",2,1,"False","Auto-CoT","GPT-3.5"
"345",45,"This because their knowledge may not be worthy for the future, staying in one positon doesn't allow ",2,1,"False","Auto-CoT","GPT-3.5"
"346",46,"One example the this is the hambuger , when they advertice looks so delicios, and when you tested is",2,1,"False","Auto-CoT","GPT-3.5"
"347",47,"For example a doctor does not need to know how to construct a building because he doesnt need to kno",2,1,"False","Auto-CoT","GPT-3.5"
"348",48,"Maybe I can not enjoy in real meaning and I am tired.",2,3,"False","Auto-CoT","GPT-3.5"
"349",49,"The disability of doing the things that desired make olders unhappy.",2,1,"False","Auto-CoT","GPT-3.5"
"350",50,"It is dangerous for the plants and corps and changes rivers too acidic for living fish and other ani",2,1,"False","Auto-CoT","GPT-3.5"
"351",51,"the school teachers there the one who take the future of youg genaration so we have to give them to ",2,1,"False","Auto-CoT","GPT-3.5"
"352",52,"It is a pollutiont in the air so sulfur dioxide can effect to breathing problems and various respira",2,1,"False","Auto-CoT","GPT-3.5"
"353",53,"for example when we talk about speed they must anderstand why it is dengures is beteer than if they ",2,1,"False","Auto-CoT","GPT-3.5"
"354",54,"He or she can help me in languages, introducing specific beautiful places, what the special food in ",2,3,"False","Auto-CoT","GPT-3.5"
"355",55,"It is better to have a very good understanding knowledege of many academic because it makes you broa",2,1,"False","Auto-CoT","GPT-3.5"
"356",56,"Moreover before the oil and gas gone scientist will make new car that go by electricity or by sun li",2,2,"True","Auto-CoT","GPT-3.5"
"357",57,"More informations how can we get it is the important things.",2,3,"False","Auto-CoT","GPT-3.5"
"358",58,"A person with broad knowlege will help him to renovate.",2,3,"False","Auto-CoT","GPT-3.5"
"359",59,"In all this specialize parts we need for the development in the future, wommens and mens with a good",2,1,"False","Auto-CoT","GPT-3.5"
"360",60,"Help others and make we all live in a confortable home.",2,3,"False","Auto-CoT","GPT-3.5"
"361",61,"They have limit to way which have meaning and function like a word.",2,3,"False","Auto-CoT","GPT-3.5"
"362",62,"Because there is wroth visiting space.",2,2,"True","Auto-CoT","GPT-3.5"
"363",63,"So the school try learning the students a bit in every science exist.",2,2,"True","Auto-CoT","GPT-3.5"
"364",64,"But according a recent investgation showed that older people think staying at home is suit for them.",2,1,"False","Auto-CoT","GPT-3.5"
"365",65,"Second, the high cost of drug testing finally lead the cost of the unit drug cost being higher than ",2,3,"False","Auto-CoT","GPT-3.5"
"366",66,"I think that the biggest reason is devised environment compared with past.",2,2,"True","Auto-CoT","GPT-3.5"
